증권종류,회사명,종목코드,업종,주요제품,상장일,결산일,대표자명,홈페이지,지역
코스닥,이니텍,053350,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2001-11-15,12월,김철균,http://www.initech.com,서울특별시
코스닥,에이디칩스,054630,그외 기타 제품 제조업,그외 기타 제품 제조업,2001-11-13,12월,김미선,http://www.adc.co.kr,경기도
코스닥,유진로봇,056080,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2001-11-13,12월,박성주,http://www.yujinrobot.com,인천광역시
코스닥,태웅,044490,기타 금속 가공제품 제조업,기타 금속 가공제품 제조업,2001-11-08,12월,장희상,http://www.taewoong.com,부산광역시
코스닥,경남제약,053950,의약품 제조업,의약품 제조업,2001-11-06,12월,김성곤..,http://www.kyungnampharm.co.kr,경상남도
코스닥,삼보모터스,053700,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2001-11-06,12월,이재하,http://www.sambomotos.co.kr,대구광역시
코스닥,한컴위드,054920,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2001-11-01,12월,송상엽,http://www.hsecure.co.kr,경기도
코스닥,코미팜,041960,의약품 제조업,의약품 제조업,2001-10-30,12월,양경훈..,http://www.komipharm.com,경기도
코스닥,프리엠스,053160,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2001-10-30,12월,박흥식..,http://www.freems.co.kr,경기도
코스닥,코나아이,052400,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2001-10-18,12월,조정일,http://konai.com,서울특별시
코스닥,메디콕스,054180,선박 및 보트 건조업,선박 및 보트 건조업,2001-10-16,12월,조태용,http://www.megabion.co.kr,서울특별시
코스닥,더테크놀로지,043090,기타 전문 도매업,기타 전문 도매업,2001-10-11,12월,전영모,http://www.the-tech.kr,서울특별시
코스닥,비트플래닛,049470,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2001-10-11,12월,이성훈..,http://bit-planet.kr,경기도
코스닥,지에스이,053050,연료용 가스 제조 및 배관공급업,연료용 가스 제조 및 배관공급업,2001-10-11,12월,유석형,http://www.yesgse.com,경상남도
코스닥,아이디스홀딩스,054800,기타 전문 서비스업,기타 전문 서비스업,2001-09-27,12월,김영달,http://www.idisholdings.co.kr,대전광역시
코스닥,코데즈컴바인,047770,봉제의복 제조업,봉제의복 제조업,2001-09-18,12월,김보선..,http://www.codes-combine.co.kr,서울특별시
코스닥,안랩,053800,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2001-09-13,12월,강석균,http://www.ahnlab.com,경기도
유가증권,신한지주,055550,기타 금융업,기타 금융업,2001-09-10,12월,진옥동,http://www.shinhangroup.com,서울특별시
코스닥,YTN,040300,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화, 비디오물, 방송프로그램 제작 및 배급업",2001-09-04,12월,-,http://www.ytn.co.kr,서울특별시
코스닥,CMG제약,058820,의약품 제조업,의약품 제조업,2001-08-31,12월,이주형,http://www.cmgpharma.co.kr,서울특별시
코스닥,JYP Ent.,035900,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2001-08-30,12월,정욱,http://www.jype.com,서울특별시
코스닥,KCC건설,021320,건물 건설업,건물 건설업,2001-08-21,12월,정몽열..,http://www.kccworld.net,서울특별시
코스닥,세동,053060,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2001-08-17,12월,윤정상,http://www.saedong.co.kr,부산광역시
코스닥,프로텍,053610,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2001-08-17,12월,최승환,http://www.protec21.co.kr,경기도
코스닥,액토즈소프트,052790,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2001-08-14,12월,구오하..,http://www.actoz.com,서울특별시
코스닥,세코닉스,053450,사진장비 및 광학기기 제조업,사진장비 및 광학기기 제조업,2001-08-09,12월,박은경,http://www.sekonix.com,경기도
코스닥,바이넥스,053030,의약품 제조업,의약품 제조업,2001-08-07,12월,이혁종,http://www.bi-nex.co.kr,부산광역시
코스닥,오성첨단소재,052420,플라스틱제품 제조업,플라스틱제품 제조업,2001-08-07,12월,김유신,http://www.osungam.com,전북특별자치도
유가증권,코웨이,021240,그외 기타 개인 서비스업,그외 기타 개인 서비스업,2001-08-07,12월,서장원,http://company.coway.com,충청남도
코스닥,태양,053620,기타 금속 가공제품 제조업,기타 금속 가공제품 제조업,2001-08-07,12월,현창수,http://sungroup.kr/taeyangsun/,충청남도
코스닥,오션인더블유,052300,상품 종합 도매업,상품 종합 도매업,2001-08-02,12월,최진욱..,http://www.chorokbaemcompany.com,서울특별시
코스닥,유아이엘,049520,전자부품 제조업,전자부품 제조업,2001-08-02,12월,김시균,http://www.e-uil.com,경기도
코스닥,대원미디어,048910,기타 전문 도매업,기타 전문 도매업,2001-07-31,12월,"정욱,..",http://daewonmedia.com,서울특별시
코스닥,중앙첨단소재,051980,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2001-07-31,12월,김영신,http://joongangdnm.co.kr,경기도
유가증권,세아홀딩스,058650,1차 철강 제조업,1차 철강 제조업,2001-07-30,12월,이태성..,http://www.seahholdings.co.kr,서울특별시
코스닥,CJ프레시웨이,051500,음·식료품 및 담배 도매업,음·식료품 및 담배 도매업,2001-07-26,12월,이건일,http://www.cjfreshway.com,경기도
코스닥,파인디앤씨,049120,전자부품 제조업,전자부품 제조업,2001-07-26,12월,홍성천..,http://www.finednc.co.kr,충청남도
코스닥,디지아이,043360,컴퓨터 및 주변장치 제조업,컴퓨터 및 주변장치 제조업,2001-07-20,12월,최동호,http://www.dgi-net.com,경기도
코스닥,코텍,052330,영상 및 음향기기 제조업,영상 및 음향기기 제조업,2001-07-10,12월,김영달,http://www.kortek.co.kr,인천광역시
코스닥,한네트,052600,전기 통신업,전기 통신업,2001-07-10,12월,김선종,http://www.hannet.net,서울특별시
코스닥,에스티큐브,052020,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,2001-07-05,12월,정현진,http://www.stcube.com,서울특별시
코스닥,티에스넥스젠,043220,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2001-07-03,12월,김한국,http://www.hlbpower.com,서울특별시
코스닥,큐로홀딩스,051780,음·식료품 및 담배 소매업,음·식료품 및 담배 소매업,2001-06-26,12월,조중기,http://www.curoholdings.com,서울특별시
코스닥,피노,033790,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2001-06-26,12월,리빈,http://www.finoes.co.kr,경기도
코스닥,나라엠앤디,051490,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2001-06-12,12월,김영조..,http://www.naramnd.com,경상남도
코스닥,에코바이오,038870,사업시설 유지·관리 서비스업,사업시설 유지·관리 서비스업,2001-05-29,12월,송효순,http://www.ecoenergyholdings.com,서울특별시
코스닥,에이텍,045660,컴퓨터 및 주변장치 제조업,컴퓨터 및 주변장치 제조업,2001-05-24,12월,신승영,http://www.atec.kr,경기도
코스닥,대아티아이,045390,기타 전기장비 제조업,기타 전기장비 제조업,2001-05-17,12월,정태운,http://www.daeati.co.kr,경기도
코스닥,캠시스,050110,전자부품 제조업,전자부품 제조업,2001-05-17,12월,권현진,http://www.cammsys.net,인천광역시
코스닥,현대바이오랜드,052260,기타 화학제품 제조업,기타 화학제품 제조업,2001-05-17,12월,이희준,http://www.hyundaibioland.co.kr,충청북도
코스닥,SFA반도체,036540,반도체 제조업,반도체 제조업,2001-05-02,12월,김영민,http://www.sfasemicon.com,충청남도
유가증권,LG생활건강,051900,기타 화학제품 제조업,기타 화학제품 제조업,2001-04-25,12월,이정애,http://www.lghnh.com,서울특별시
유가증권,LG화학,051910,기초 화학물질 제조업,기초 화학물질 제조업,2001-04-25,12월,신학철,http://www.lgchem.com,서울특별시
유가증권,대우건설,047040,건물 건설업,건물 건설업,2001-03-23,12월,김보현,http://daewooenc.com,서울특별시
유가증권,포스코인터내셔널,047050,상품 중개업,상품 중개업,2001-03-23,12월,대표이..,http://www.poscointl.com,서울특별시
유가증권,HD현대인프라코어,042670,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2001-02-02,12월,조영철..,http://www.hd-infracore.com,인천광역시
유가증권,한화오션,042660,선박 및 보트 건조업,선박 및 보트 건조업,2001-02-02,12월,김희철,http://www.hanwhaocean.com/pub/main/index.do,경상남도
코스닥,삼표시멘트,038500,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,2001-02-01,12월,배동환..,http://www.sampyocement.co.kr,강원특별자치도
유가증권,진양화학,051630,플라스틱제품 제조업,플라스틱제품 제조업,2001-01-29,12월,임경섭,http://www.chinyang.co.kr,울산광역시
코스닥,HLB이노베이션,024850,전자부품 제조업,전자부품 제조업,2001-01-18,12월,김홍철..,http://www.hlbinnovation.com,경기도
코스닥,SM C&C,048550,광고업,광고업,2001-01-18,12월,박태현,http://www.smcultureandcontents.com,서울특별시
코스닥,승일,049830,기타 금속 가공제품 제조업,기타 금속 가공제품 제조업,2001-01-18,12월,현창수,http://sungroup.kr/seungilsun/,충청남도
코스닥,TPC,048770,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2001-01-16,12월,엄주섭..,http://www.TPCpage.com,인천광역시
코스닥,코메론,049430,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2001-01-16,12월,강동헌,http://www.komelon.co.kr,부산광역시
코스닥,빌리언스,044480,고무제품 제조업,고무제품 제조업,2001-01-11,12월,박종진..,http://www.unidusok.com,충청북도
코스닥,삼화네트웍스,046390,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화, 비디오물, 방송프로그램 제작 및 배급업",2001-01-11,12월,공동대..,http://www.shnetworks.co.kr,서울특별시
코스닥,성광벤드,014620,1차 철강 제조업,1차 철강 제조업,2001-01-11,12월,안 재..,http://www.skbend.com,부산광역시
코스닥,유라테크,048430,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2001-01-11,12월,엄대열,http://www.yuratech.co.kr,세종특별자치시
코스닥,삼현철강,017480,1차 철강 제조업,1차 철강 제조업,2001-01-09,12월,조 윤..,http://www.samsteel.co.kr,경상남도
코스닥,오픈베이스,049480,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",2001-01-09,12월,황철이..,http://www.openbase.co.kr,서울특별시
코스닥,라온시큐어,042510,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2001-01-03,12월,이순형..,http://www.raonsecure.com,서울특별시
코스닥,삼양케이씨아이,036670,기타 화학제품 제조업,기타 화학제품 제조업,2001-01-03,12월,이진용,http://www.kciltd.com,충청남도
코스닥,오로라,039830,전문디자인업,전문디자인업,2001-01-03,12월,노재연,http://www.auroraworld.com,서울특별시
코스닥,금화피에스시,036190,전기 및 통신 공사업,전기 및 통신 공사업,2000-12-26,12월,김성기..,http://www.geumhwa.co.kr,서울특별시
코스닥,코다코,046070,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2000-12-26,12월,인귀승,http://www.kodaco.co.kr,충청남도
코스닥,인바디,041830,의료용 기기 제조업,의료용 기기 제조업,2000-12-14,12월,차기철..,http://www.inbody.com,서울특별시
코스닥,고려제약,014570,의약품 제조업,의약품 제조업,2000-12-07,12월,박해룡..,http://www.nicepharma.com,경기도
코스닥,크린앤사이언스,045520,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2000-12-05,12월,곽규범,http://www.cands.co.kr,서울특별시
코스닥,KD,044180,건물 건설업,건물 건설업,2000-11-16,12월,안태일,http://kdcon.co.kr,경기도
코스닥,이글벳,044960,기타 전문 도매업,기타 전문 도매업,2000-11-16,12월,강승조..,http://www.eaglevet.com,충청남도
코스닥,아즈텍WB,032080,"섬유제품 염색, 정리 및 마무리 가공업","섬유제품 염색, 정리 및 마무리 가공업",2000-10-26,12월,허 재..,http://www.aztechwb.com,부산광역시
유가증권,두산에너빌리티,034020,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2000-10-25,12월,박지원..,http://https://www.doosanenerbility.com/kr,경상남도
코스닥,오리콤,010470,광고업,광고업,2000-10-24,12월,박병철..,http://www.oricom.co.kr,서울특별시
코스닥,위닉스,044340,가정용 기기 제조업,가정용 기기 제조업,2000-10-24,12월,윤철민,http://www.winix.com,경기도
코스닥,상지건설,042940,건물 건설업,건물 건설업,2000-10-19,12월,김영신,http://www.sangji.co.kr,서울특별시
유가증권,한국내화,010040,"내화, 비내화 요업제품 제조업","내화, 비내화 요업제품 제조업",2000-10-16,12월,변성희,http://www.fskrc.co.kr,충청남도
코스닥,엔피케이,048830,합성고무 및 플라스틱 물질 제조업,합성고무 및 플라스틱 물질 제조업,2000-10-12,12월,최윤혁,http://www.npk.co.kr,경상북도
코스닥,삼천당제약,000250,의약품 제조업,의약품 제조업,2000-10-04,12월,전인석,http://www.scd.co.kr,경기도
코스닥,에이치케이,044780,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2000-09-07,12월,계명재,http://www.hk-global.com,경기도
코스닥,정원엔시스,045510,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,2000-09-07,12월,한덕희,http://www.zungwon.co.kr,서울특별시
코스닥,한양이엔지,045100,"건축기술, 엔지니어링 및 관련 기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업",2000-08-31,12월,김윤상..,http://www.hanyangkorea.com,경기도
코스닥,누리플렉스,040160,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2000-08-29,12월,한정훈,http://www.nuriflex.co.kr,서울특별시
코스닥,에쎈테크,043340,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2000-08-29,12월,조시영..,http://www.essentech.co.kr,전북특별자치도
코스닥,국순당,043650,알코올음료 제조업,알코올음료 제조업,2000-08-24,12월,배상민,http://www.ksdb.co.kr,강원특별자치도
코스닥,엘컴텍,037950,전자부품 제조업,전자부품 제조업,2000-08-24,12월,김충섭,http://www.elcomtec.co.kr,경기도
코스닥,이오테크닉스,039030,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2000-08-24,12월,성규동..,http://www.eotechnics.com,경기도
코스닥,상상인,038540,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",2000-08-18,12월,유준원..,http://www.sangsanginworld.co.kr,경기도
코스닥,서울제약,018680,의약품 제조업,의약품 제조업,2000-08-18,12월,윤동현..,http://www.seoulpharma.com,충청북도
코스닥,HLB파나진,046210,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2000-08-16,12월,장인근,http://www.hlbpanagene.com,대전광역시
코스닥,나노엔텍,039860,의료용 기기 제조업,의료용 기기 제조업,2000-08-16,12월,정찬일,http://www.nanoentek.com,서울특별시
코스닥,오공,045060,기타 화학제품 제조업,기타 화학제품 제조업,2000-08-10,12월,김윤정..,http://www.okong.com,인천광역시
코스닥,알파녹스,043100,의료용 기기 제조업,의료용 기기 제조업,2000-08-08,12월,현희승,http://www.solco.co.kr,경기도
코스닥,비츠로테크,042370,기타 금융업,기타 금융업,2000-08-03,12월,유병언..,http://www.vitzrotech.com,경기도
코스닥,코아시아,045970,반도체 제조업,반도체 제조업,2000-08-03,12월,이희준..,http://www.coasiacorp.co.kr,인천광역시
코스닥,정상제이엘에스,040420,일반 교습 학원,일반 교습 학원,2000-08-01,12월,박정흠,http://www.gojls.com,서울특별시
코스닥,진양제약,007370,의약품 제조업,의약품 제조업,2000-07-27,12월,최재준,http://www.jinyangpharm.co.kr,서울특별시
코스닥,KT지니뮤직,043610,영상·오디오물 제공 서비스업,영상·오디오물 제공 서비스업,2000-07-20,12월,Seo..,http://www.geniemusic.co.kr,서울특별시
코스닥,진성티이씨,036890,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2000-07-20,12월,윤성수..,http://www.jinsungtec.com,경기도
코스닥,현대에이치티,039010,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2000-07-20,12월,이건구,http://www.hyundaiht.co.kr,서울특별시
코스닥,삼아제약,009300,의약품 제조업,의약품 제조업,2000-07-19,12월,허 준,http://www.samapharm.co.kr,강원특별자치도
코스닥,파루,043200,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2000-07-19,12월,강문식,http://www.paru.co.kr,전라남도
코스닥,에스씨디,042110,가정용 기기 제조업,가정용 기기 제조업,2000-07-13,12월,오길호,http://www.sscd.co.kr,경기도
코스닥,한국정보공학,039740,기타 전문 도매업,기타 전문 도매업,2000-07-06,12월,유용석..,http://www.kies.co.kr,경기도
코스닥,디오,039840,의료용 기기 제조업,의료용 기기 제조업,2000-06-29,12월,김종원,http://dio.co.kr,부산광역시
코스닥,네오위즈홀딩스,042420,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2000-06-27,12월,김상욱,http://www.neowiz.com,경기도
코스닥,다산네트웍스,039560,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2000-06-22,12월,남민우,http://www.dasannetworks.com,경기도
코스닥,바이오스마트,038460,전자부품 제조업,전자부품 제조업,2000-06-22,12월,윤호권,http://www.bio-smart.com,서울특별시
코스닥,우리기술,032820,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2000-06-22,12월,노갑선,http://www.wooritg.com,서울특별시
코스닥,안국약품,001540,의약품 제조업,의약품 제조업,2000-06-15,12월,"어진,..",http://www.ahn-gook.com,경기도
코스닥,세중,039310,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2000-06-09,12월,천신일..,http://www.sejoong.com,서울특별시
코스닥,우리기술투자,041190,기타 금융업,기타 금융업,2000-06-09,12월,이정훈,http://www.wooricapital.co.kr,서울특별시
코스닥,케이바이오,038530,생활용품 도매업,생활용품 도매업,2000-06-09,12월,조정영,http://www.kbiocompany.com,서울특별시
코스닥,HRS,036640,합성고무 및 플라스틱 물질 제조업,합성고무 및 플라스틱 물질 제조업,2000-05-30,12월,김진성,http://www.hrssilicone.com,경기도
코스닥,에스에이엠티,031330,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,2000-05-23,12월,박두진,http://www.isamt.com,서울특별시
코스닥,위즈코프,038620,연료 소매업,연료 소매업,2000-05-04,12월,정승환,http://www.wizit.com,서울특별시
코스닥,이건홀딩스,039020,제재 및 목재 가공업,제재 및 목재 가공업,2000-05-04,12월,박승준..,http://www.eagon.com,인천광역시
코스닥,파인디지털,038950,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2000-05-04,12월,김용훈,http://www.finedigital.com,경기도
코스닥,나이스정보통신,036800,전기 통신업,전기 통신업,2000-05-03,12월,김승현,http://www.nicevan.co.kr,서울특별시
코스닥,SG&G,040610,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2000-04-27,12월,이 의..,http://www.sgng.com,경기도
코스닥,아이에이,038880,전자부품 제조업,전자부품 제조업,2000-04-27,12월,최동철..,http://www.ia-inc.kr,경기도
코스닥,에스넷,038680,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",2000-04-27,12월,박효대..,http://www.snetsystems.co.kr,서울특별시
코스닥,에스엠,041510,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2000-04-27,12월,장철혁..,http://smentertainment.com,서울특별시
코스닥,아이티센엔텍,010280,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",2000-04-14,12월,신장호,http://www.itcenentec.com,경기도
코스닥,쎄니트,037760,1차 철강 제조업,1차 철강 제조업,2000-04-07,12월,최재관..,http://www.cenit.kr,경상남도
코스닥,대성미생물,036480,의약품 제조업,의약품 제조업,2000-04-04,12월,이동규..,http://www.dsmbio.com,경기도
코스닥,에코플라스틱,038110,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2000-03-23,12월,이용철,http://WWW.AP.CO.KR,경상북도
코스닥,케이엠더블유,032500,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2000-03-21,12월,김덕용,http://www.kmw.co.kr,경기도
코스닥,화성밸브,039610,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2000-03-16,12월,장원규..,http://www.hsvalve.co.kr,대구광역시
코스닥,경남스틸,039240,1차 철강 제조업,1차 철강 제조업,2000-03-07,12월,최석우,http://www.ksteel.co.kr,경상남도
코스닥,마크로젠,038290,"그외 기타 전문, 과학 및 기술 서비스업","그외 기타 전문, 과학 및 기술 서비스업",2000-02-22,12월,서정선..,http://www.macrogen.com,서울특별시
코스닥,희림,037440,"건축기술, 엔지니어링 및 관련 기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업",2000-02-03,12월,정영균..,http://www.heerim.com,서울특별시
코스닥,레드캡투어,038390,여행사 및 기타 여행보조 서비스업,여행사 및 기타 여행보조 서비스업,2000-02-01,12월,인유성,http://www.redcap.co.kr,서울특별시
코스닥,솔브레인홀딩스,036830,회사 본부 및 경영 컨설팅 서비스업,회사 본부 및 경영 컨설팅 서비스업,2000-01-18,12월,정현석..,http://www.soulbrainholdings.co.kr,경기도
코스닥,에프에스티,036810,전자부품 제조업,전자부품 제조업,2000-01-18,12월,장경빈,http://www.fstc.co.kr,경기도
코스닥,코맥스,036690,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2000-01-18,12월,변우석,http://www.commax.com,경기도
코스닥,EG,037370,기초 화학물질 제조업,기초 화학물질 제조업,2000-01-11,12월,박지만..,http://www.egcorp.co.kr,전라남도
코스닥,감성코퍼레이션,036620,기타 전문 도매업,기타 전문 도매업,2000-01-11,12월,김호선,http://www.gamsungcorp.co.kr,서울특별시
코스닥,성도이엔지,037350,"건축기술, 엔지니어링 및 관련 기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업",2000-01-11,12월,이언웅..,http://www.sungdokorea.com,서울특별시
코스닥,제일테크노스,038010,"구조용 금속제품, 탱크 및 증기발생기 제조업","구조용 금속제품, 탱크 및 증기발생기 제조업",2000-01-11,12월,나주영..,http://www.jeil21c.co.kr,경상북도
유가증권,한세예스24홀딩스,016450,봉제의복 제조업,봉제의복 제조업,2000-01-06,12월,김동녕..,http://www.hansaeyes24.com,서울특별시
코스닥,무림SP,001810,"펄프, 종이 및 판지 제조업","펄프, 종이 및 판지 제조업",2000-01-04,12월,이도균,http://www.moorim.co.kr,서울특별시
코스닥,세종텔레콤,036630,전기 및 통신 공사업,전기 및 통신 공사업,2000-01-04,12월,김형진..,http://www.sejongtelecom.net,경기도
코스닥,심텍홀딩스,036710,회사 본부 및 경영 컨설팅 서비스업,회사 본부 및 경영 컨설팅 서비스업,2000-01-04,12월,박광준,http://www.simmtechholdings.co.kr,충청북도
코스닥,파세코,037070,가정용 기기 제조업,가정용 기기 제조업,2000-01-04,12월,유일한,http://www.paseco.co.kr,경기도
코스닥,KZ정밀,036560,일반 목적용 기계 제조업,일반 목적용 기계 제조업,1999-12-28,12월,최창규..,http://www.kzpc.co.kr,서울특별시
코스닥,SGC E&C,016250,건물 건설업,건물 건설업,1999-12-28,12월,이우성..,http://www.sgcetec.co.kr,서울특별시
코스닥,서희건설,035890,건물 건설업,건물 건설업,1999-12-24,12월,김팔수..,http://www.seohee.co.kr,경기도
코스닥,주성엔지니어링,036930,특수 목적용 기계 제조업,특수 목적용 기계 제조업,1999-12-24,12월,황철주..,http://www.jseng.com,경기도
코스닥,케이티알파,036030,상품 중개업,상품 중개업,1999-12-24,12월,박승표,http://www.ktalpha.com,서울특별시
유가증권,대성홀딩스,016710,회사 본부 및 경영 컨설팅 서비스업,회사 본부 및 경영 컨설팅 서비스업,1999-12-22,12월,대표이..,http://www.daesung-holdings.com,대구광역시
코스닥,다우데이타,032190,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,1999-12-21,12월,김상준,http://www.daoudata.co.kr,서울특별시
코스닥,동진쎄미켐,005290,기초 화학물질 제조업,기초 화학물질 제조업,1999-12-21,12월,이준혁,http://www.dongjin.com,인천광역시
코스닥,선광,003100,기타 운송관련 서비스업,기타 운송관련 서비스업,1999-12-21,12월,이도희,http://www.sun-kwang.co.kr,인천광역시
코스닥,에이치엠넥스,036170,반도체 제조업,반도체 제조업,1999-12-21,12월,하관호,http://www.hmnex.co.kr,경기도
코스닥,제이에스티나,026040,귀금속 및 장신용품 제조업,귀금속 및 장신용품 제조업,1999-12-21,12월,대표이..,http://www.jestina.co.kr,서울특별시
코스닥,지더블유바이텍,036180,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,1999-12-21,12월,김진택,http://gwvitek.com,서울특별시
코스닥,한국팩키지,037230,"골판지, 종이 상자 및 종이용기 제조업","골판지, 종이 상자 및 종이용기 제조업",1999-12-21,12월,강준석,http://www.hkpak.co.kr,경상남도
코스닥,삼지전자,037460,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,1999-12-16,12월,각자대..,http://www.samjielec.co.kr,경기도
코스닥,우리엔터프라이즈,037400,상품 종합 도매업,상품 종합 도매업,1999-12-16,12월,윤지용..,http://www.wooree.co.kr,경기도
유가증권,대원제약,003220,의약품 제조업,의약품 제조업,1999-12-15,12월,백승열..,http://www.daewonpharm.com,서울특별시
유가증권,한국가스공사,036460,연료용 가스 제조 및 배관공급업,연료용 가스 제조 및 배관공급업,1999-12-15,12월,최연혜,http://www.kogas.or.kr,대구광역시
코스닥,네패스,033640,반도체 제조업,반도체 제조업,1999-12-14,12월,이병구..,http://www.nepes.co.kr,충청북도
코스닥,인지디스플레,037330,전자부품 제조업,전자부품 제조업,1999-12-14,12월,정혜승..,http://www.inzidisplay.co.kr,경기도
코스닥,위지트,036090,특수 목적용 기계 제조업,특수 목적용 기계 제조업,1999-12-10,12월,양승환,http://www.wizit.co.kr,인천광역시
코스닥,유니셈,036200,특수 목적용 기계 제조업,특수 목적용 기계 제조업,1999-12-10,12월,김형균..,http://www.unisem.co.kr,경기도
코스닥,유성티엔에스,024800,육상 여객 운송업,육상 여객 운송업,1999-12-10,12월,김원철,http://www.yoosungtns.co.kr,서울특별시
코스닥,코리아나,027050,기타 화학제품 제조업,기타 화학제품 제조업,1999-12-10,12월,유학수,http://www.coreana.co.kr,충청남도
코스닥,골드앤에스,035290,"서적, 잡지 및 기타 인쇄물 출판업","서적, 잡지 및 기타 인쇄물 출판업",1999-12-07,12월,신승호,http://www.goldns.co.kr,서울특별시
코스닥,서울평가정보,036120,기타 정보 서비스업,기타 정보 서비스업,1999-12-07,12월,고인묵,http://www.sci.co.kr,서울특별시
코스닥,서울전자통신,027040,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",1999-12-03,12월,남화성,http://www.seoulset.com,인천광역시
코스닥,대성창투,027830,신탁업 및 집합투자업,신탁업 및 집합투자업,1999-11-30,12월,김영훈,http://www.daesungpe.com,서울특별시
코스닥,예림당,036000,"서적, 잡지 및 기타 인쇄물 출판업","서적, 잡지 및 기타 인쇄물 출판업",1999-11-30,12월,나성훈,http://yearim.co.kr,서울특별시
유가증권,미래아이앤지,007120,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",1999-11-26,12월,김학수,http://www.miraeing.co.kr,서울특별시
코스닥,CJ ENM,035760,텔레비전 방송업,텔레비전 방송업,1999-11-23,12월,윤상현,http://www.cjmall.com,서울특별시
